data,uf,canal,categoria,segmento,produto,quantidade,receita,custo,lucro
2024-04-20 20:36:00.864345736,SC,Loja Física,Serviços,Distribuidor,Produto_40,12,5.851.072.534.115.390,451.483.038.446.013,13.362.421.496.552.600
2024-04-20 20:36:00.864345736,PR,Loja Física,Informática,Distribuidor,Produto_9,4,8.037.458.308.385.820,6.641.434.714.346.560,13.960.235.940.392.600
2024-04-22 00:38:36.446578632,MG,Representante,Informática,Varejo,Produto_6,4,8.526.701.100.831.870,6.216.508.988.375.450,23.101.921.124.564.100
2024-04-22 14:39:54.237695080,BA,Loja Física,Acessórios,Corporativo,Produto_37,12,11.626.598.974.434.700,9.868.933.209.520.310,1.757.665.764.914.440
2024-04-22 21:40:33.133253304,ES,Marketplace,Móveis,Distribuidor,Produto_98,3,7.492.719.543.266.170,6.326.189.936.046.390,11.665.296.072.197.800
2024-04-23 04:41:12.028811528,SP,Loja Física,Informática,Corporativo,Produto_17,1,13.466.503.895.507.000,8.132.745.846.651.990,5.333.758.048.855.090
2024-04-23 04:41:12.028811528,SC,Loja Física,Eletrônicos,Distribuidor,Produto_104,12,16.342.474.283.404.600,8.991.495.967.673.100,7.350.978.315.731.520
2024-04-23 11:41:50.924369744,PR,Representante,Informática,Varejo,Produto_117,7,16.095.609.459.743.600,11.003.285.743.163.900,509.232.371.657.964
2024-04-23 11:41:50.924369744,SP,Representante,Móveis,Corporativo,Produto_97,5,5.368.191.890.543.370,35.914.560.705.317.500,177.673.582.001.162
2024-04-24 01:43:08.715486192,ES,Marketplace,Serviços,Corporativo,Produto_55,13,9.115.711.588.428.220,645.008.065.720.456,2.665.630.931.223.660
2024-04-24 08:43:47.611044416,PR,Loja Física,Informática,Corporativo,Produto_27,10,5.375.933.454.367.180,3.825.990.746.327.390,15.499.427.080.397.800
2024-04-24 15:44:26.506602640,SC,Marketplace,Serviços,Corporativo,Produto_63,8,8.006.689.904.539.980,6.462.401.617.650.830,15.442.882.868.891.400
2024-04-24 15:44:26.506602640,SP,Marketplace,Acessórios,Varejo,Produto_114,7,11.232.534.915.776.900,8.047.072.548.082.440,3.185.462.367.694.450
2024-04-24 15:44:26.506602640,BA,Online,Eletrônicos,Distribuidor,Produto_112,9,1.905.253.225.645.330,10.693.650.326.906.000,8.358.881.929.547.270
2024-04-24 15:44:26.506602640,BA,Loja Física,Móveis,Distribuidor,Produto_117,13,21.662.878.836.251.200,18.270.316.813.425.300,3.392.562.022.825.900
2024-04-25 05:45:44.297719088,PR,Marketplace,Móveis,Varejo,Produto_3,7,16.193.636.589.153.700,10.392.386.638.648.900,5.801.249.950.504.810
2024-04-25 19:47:02.088835536,SP,Representante,Eletrônicos,Varejo,Produto_80,7,41.997.097.107.005.300,34.939.294.113.030.000,7.057.802.993.975.340
2024-04-26 02:47:40.984393760,SC,Loja Física,Informática,Distribuidor,Produto_116,13,2.445.765.064.482.250,1.533.084.118.686.130,9.126.809.457.961.250
2024-04-26 09:48:19.879951984,BA,Online,Eletrônicos,Corporativo,Produto_15,2,48.690.727.430.036.900,3.973.167.871.900.330,8.959.048.711.033.670
2024-04-26 16:48:58.775510200,SP,Marketplace,Informática,Distribuidor,Produto_6,2,18.646.452.700.919.800,10.494.875.913.082.200,8.151.576.787.837.580
2024-04-27 06:50:16.566626648,BA,Online,Serviços,Distribuidor,Produto_13,11,239.330.066.869.784,15.238.080.249.830.900,8.694.926.437.147.490
2024-04-27 20:51:34.357743096,BA,Loja Física,Móveis,Varejo,Produto_58,2,4.760.449.784.783.700,31.167.843.498.779.800,1.643.665.434.905.710
2024-04-28 10:52:52.148859544,SP,Loja Física,Serviços,Distribuidor,Produto_67,13,14.172.275.436.878.800,80.781.337.784.618.300,609.414.165.841.701
2024-04-28 10:52:52.148859544,RS,Marketplace,Informática,Varejo,Produto_35,8,6.646.033.013.164.160,5.137.734.068.461.620,15.082.989.447.025.400
2024-04-28 17:53:31.044417768,PR,Representante,Serviços,Corporativo,Produto_113,9,1.442.379.071.152.080,1.125.865.469.087.340,316.513.602.064.744
2024-04-28 17:53:31.044417768,PR,Marketplace,Informática,Distribuidor,Produto_29,7,17.233.615.448.538.300,12.441.644.615.881.500,479.197.083.265.684
2024-04-29 07:54:48.835534216,RJ,Online,Acessórios,Distribuidor,Produto_113,4,6.880.427.723.648.920,4.562.486.671.509.270,23.179.410.521.396.400
2024-04-29 14:55:27.731092440,PR,Online,Serviços,Corporativo,Produto_88,13,2.525.523.325.663.320,20.946.426.944.362.100,4.308.806.312.271.030
2024-04-29 14:55:27.731092440,RS,Loja Física,Informática,Varejo,Produto_111,14,3.028.378.570.263.300,16.688.847.097.907.600,13.594.938.604.725.300
2024-04-29 21:56:06.626650656,RS,Online,Serviços,Distribuidor,Produto_58,3,17.838.392.456.472.200,12.099.459.553.037.000,5.738.932.903.435.160
2024-04-30 04:56:45.522208880,SP,Marketplace,Móveis,Corporativo,Produto_99,2,8.881.821.409.315.000,7.235.806.178.925.040,16.460.152.303.899.500
2024-04-30 04:56:45.522208880,PR,Marketplace,Acessórios,Distribuidor,Produto_26,9,4.958.241.160.297.700,3.460.000.143.095.140,14.982.410.172.025.500
2024-05-01 23:00:38.895558224,SC,Marketplace,Serviços,Varejo,Produto_44,4,25.286.191.619.074.900,16.863.279.627.898.400,8.422.911.991.176.550
2024-05-02 06:01:17.791116448,BA,Loja Física,Móveis,Distribuidor,Produto_8,12,1.805.983.109.002.180,10.918.036.551.428.400,7.141.794.538.593.470
2024-05-03 03:03:14.477791120,BA,Online,Informática,Distribuidor,Produto_103,11,2.704.401.801.843.330,2.036.189.742.090.690,6.682.120.597.526.380
2024-05-03 17:04:32.268907560,PR,Representante,Serviços,Distribuidor,Produto_101,8,38.729.987.246.871.400,32.460.810.345.667.200,6.269.176.901.204.180
2024-05-03 17:04:32.268907560,SC,Marketplace,Móveis,Corporativo,Produto_111,5,2.201.516.657.586.210,1.784.884.567.290.540,416.632.090.295.667
2024-05-03 17:04:32.268907560,RS,Marketplace,Eletrônicos,Distribuidor,Produto_2,14,28.878.835.109.343.900,18.404.269.405.552.900,10.474.565.703.790.900
2024-05-03 17:04:32.268907560,ES,Online,Informática,Corporativo,Produto_14,4,6.526.920.305.877.340,51.389.570.362.904.600,13.879.632.695.868.800
2024-05-04 00:05:11.164465784,MG,Online,Móveis,Varejo,Produto_113,9,15.172.210.619.732.700,10.688.703.059.669.800,448.350.756.006.289
2024-05-04 00:05:11.164465784,SC,Representante,Informática,Corporativo,Produto_103,10,9.475.048.855.119.580,693.760.592.508.303,2.537.442.930.036.550
2024-05-04 07:05:50.060024008,RS,Marketplace,Informática,Varejo,Produto_82,2,2.584.919.108.025.980,19.841.975.080.539.000,6.007.215.999.720.790
2024-05-04 07:05:50.060024008,SP,Representante,Informática,Distribuidor,Produto_30,11,16.085.054.190.423.100,9.375.964.397.447.690,6.709.089.792.975.430
2024-05-04 14:06:28.955582232,BA,Representante,Móveis,Varejo,Produto_111,1,1.413.728.599.687.840,9.156.339.139.540.140,49.809.468.573.382.800
2024-05-04 14:06:28.955582232,RJ,Loja Física,Acessórios,Distribuidor,Produto_109,10,29.223.892.074.694.100,2.292.026.331.918.290,6.303.628.755.511.210
2024-05-04 21:07:07.851140456,MG,Representante,Móveis,Varejo,Produto_7,2,1.759.832.188.472.060,1.456.821.852.557.940,303.010.335.914.116
2024-05-04 21:07:07.851140456,ES,Online,Acessórios,Distribuidor,Produto_55,6,4.552.451.639.296.850,32.011.516.296.967.100,1.351.300.009.600.130
2024-05-05 04:07:46.746698680,PR,Representante,Móveis,Varejo,Produto_87,4,670.422.565.775.267,3.853.865.674.697.820,2.850.359.983.054.840
2024-05-05 11:08:25.642256904,ES,Online,Eletrônicos,Varejo,Produto_90,9,6.048.072.657.034.900,4.966.499.464.022.260,10.815.731.930.126.300
2024-05-05 18:09:04.537815128,PR,Representante,Acessórios,Varejo,Produto_40,11,1.761.752.464.644.410,14.472.937.071.387.200,3.144.587.575.056.960
2024-05-06 01:09:43.433373352,ES,Online,Serviços,Corporativo,Produto_70,1,11.057.553.826.599.400,737.651.598.758.691,36.810.378.390.125.300
2024-05-06 01:09:43.433373352,MG,Online,Móveis,Varejo,Produto_97,5,50.670.760.501.677.500,30.753.790.533.120.700,19.916.969.968.556.700
2024-05-06 01:09:43.433373352,ES,Loja Física,Eletrônicos,Varejo,Produto_1,13,29.335.911.141.973.500,17.418.424.306.446.700,11.917.486.835.526.700
2024-05-06 01:09:43.433373352,RS,Representante,Acessórios,Varejo,Produto_66,9,13.664.379.387.954.100,8.364.431.787.056.330,5.299.947.600.897.780
2024-05-06 01:09:43.433373352,ES,Marketplace,Eletrônicos,Varejo,Produto_33,11,27.678.109.304.344.500,22.712.678.079.668.700,496.543.122.467.579
2024-05-06 08:10:22.328931576,SP,Loja Física,Móveis,Varejo,Produto_52,11,7.176.949.308.538.660,54.531.270.911.652.300,17.238.222.173.734.200
2024-05-06 15:11:01.224489792,MG,Online,Eletrônicos,Varejo,Produto_12,8,4.257.086.618.399.260,35.157.901.590.334.600,7.412.964.593.658.050
2024-05-07 12:12:57.911164464,SP,Loja Física,Acessórios,Varejo,Produto_20,9,10.069.310.553.201.400,5.654.681.735.962.520,4.414.628.817.238.930
2024-05-07 19:13:36.806722688,ES,Loja Física,Móveis,Corporativo,Produto_15,12,13.456.502.904.706.500,11.080.471.940.133.300,23.760.309.645.731.700
2024-05-07 19:13:36.806722688,PR,Loja Física,Acessórios,Distribuidor,Produto_18,3,4.254.775.018.378.590,3.264.387.517.935.650,9.903.875.004.429.370
2024-05-07 19:13:36.806722688,ES,Marketplace,Eletrônicos,Distribuidor,Produto_62,8,17.774.322.223.386.200,1.396.172.570.425.150,3.812.596.519.134.720
2024-05-08 02:14:15.702280912,RS,Online,Acessórios,Corporativo,Produto_64,13,2.880.602.762.672.230,19.756.210.504.394.200,9.049.817.122.328.030
2024-05-08 02:14:15.702280912,ES,Representante,Informática,Distribuidor,Produto_76,5,6.714.444.395.001.070,5.091.858.100.490.810,1.622.586.294.510.250
2024-05-08 09:14:54.597839136,PR,Marketplace,Acessórios,Distribuidor,Produto_104,14,16.087.434.572.057.700,10.711.653.171.454.600,5.375.781.400.603.130
2024-05-08 23:16:12.388955584,PR,Online,Informática,Varejo,Produto_87,10,5.555.302.525.261.170,3.351.191.152.596.940,2.204.111.372.664.230
2024-05-09 06:16:51.284513808,ES,Marketplace,Acessórios,Varejo,Produto_47,8,18.910.984.062.157.800,12.918.482.944.935.300,5.992.501.117.222.550
2024-05-09 06:16:51.284513808,ES,Marketplace,Eletrônicos,Distribuidor,Produto_119,7,6.292.490.218.322.520,37.076.365.185.762.300,2.584.853.699.746.290
2024-05-09 13:17:30.180072032,ES,Online,Informática,Distribuidor,Produto_41,14,37.138.151.509.656.300,26.271.803.290.341.000,1.086.634.821.931.520
2024-05-09 13:17:30.180072032,BA,Marketplace,Móveis,Distribuidor,Produto_115,2,4.262.080.849.339.310,2.415.064.252.969.200,18.470.165.963.701.000
2024-05-09 13:17:30.180072032,SC,Online,Serviços,Distribuidor,Produto_32,13,556.331.703.342.503,3.294.867.560.175.540,22.684.494.732.494.800
2024-05-10 10:19:26.866746696,SP,Marketplace,Móveis,Distribuidor,Produto_110,12,2.032.688.083.332.380,15.269.966.493.207.600,5.056.914.340.116.190
2024-05-10 17:20:05.762304920,PR,Loja Física,Informática,Corporativo,Produto_55,11,27.158.111.820.577.300,19.503.234.194.419.700,7.654.877.626.157.520
2024-05-10 17:20:05.762304920,BA,Online,Acessórios,Varejo,Produto_71,11,1.852.524.201.660.420,13.356.164.281.094.300,5.169.077.735.509.860
2024-05-11 00:20:44.657863144,MG,Marketplace,Eletrônicos,Distribuidor,Produto_85,12,8.345.217.126.266.190,674.024.507.821.176,1.604.972.048.054.430
2024-05-11 00:20:44.657863144,MG,Marketplace,Serviços,Corporativo,Produto_96,14,1.169.143.261.185.430,75.684.656.689.728.900,4.122.966.942.881.410
2024-05-11 14:22:02.448979592,SC,Online,Serviços,Corporativo,Produto_29,14,14.590.135.326.602.400,11.478.454.058.635.600,31.116.812.679.668.300
2024-05-11 21:22:41.344537816,SC,Marketplace,Acessórios,Varejo,Produto_66,13,31.353.150.803.252.900,2.644.356.896.625.010,49.095.818.370.028.000
2024-05-12 18:24:38.031212488,SC,Loja Física,Serviços,Varejo,Produto_56,6,10.589.850.567.916.700,7.924.051.771.040.750,26.657.987.968.759.700
2024-05-13 01:25:16.926770704,MG,Representante,Serviços,Corporativo,Produto_85,12,6.891.601.453.421.770,52.764.426.930.640.500,16.151.587.603.577.100
2024-05-13 01:25:16.926770704,MG,Online,Eletrônicos,Distribuidor,Produto_119,10,18.372.994.998.989.700,13.897.559.219.573.300,4.475.435.779.416.410
2024-05-13 08:25:55.822328928,SP,Online,Serviços,Distribuidor,Produto_2,5,1.198.528.015.671.140,9.049.184.228.938.190,29.360.959.277.732.700
2024-05-13 22:27:13.613445376,ES,Representante,Acessórios,Corporativo,Produto_79,3,19.569.117.819.518.000,1.217.354.512.421.180,7.395.572.695.306.220
2024-05-13 22:27:13.613445376,ES,Marketplace,Serviços,Varejo,Produto_64,5,11.712.182.624.958.400,8.466.551.509.254.530,32.456.311.157.038.800
2024-05-14 12:28:31.404561824,PR,Loja Física,Informática,Distribuidor,Produto_109,7,1.391.915.294.903.540,9.417.624.415.510.270,4.501.528.533.525.140
2024-05-14 12:28:31.404561824,SC,Loja Física,Móveis,Corporativo,Produto_70,11,24.263.451.427.645.000,1.957.017.638.504.930,4.693.275.042.595.620
2024-05-15 02:29:49.195678272,ES,Marketplace,Móveis,Corporativo,Produto_87,6,9.567.736.969.463.630,6.382.895.640.734.870,31.848.413.287.287.500
2024-05-15 02:29:49.195678272,RJ,Marketplace,Acessórios,Corporativo,Produto_17,11,1.020.461.246.849.670,715.492.128.617.065,304.969.118.232.607
2024-05-15 02:29:49.195678272,BA,Marketplace,Eletrônicos,Corporativo,Produto_38,1,24.152.302.865.864.400,19.130.107.255.435.000,5.022.195.610.429.400
2024-05-15 16:31:06.986794720,ES,Representante,Acessórios,Distribuidor,Produto_38,6,6.470.280.531.297.620,4.371.492.014.799.630,2.098.788.516.497.980
2024-05-15 16:31:06.986794720,RS,Marketplace,Serviços,Varejo,Produto_72,9,32.128.847.657.547.000,24.070.894.278.704.200,8.057.953.378.842.870
2024-05-15 23:31:45.882352944,PR,Representante,Móveis,Corporativo,Produto_78,3,16.592.481.131.420.600,10.225.074.597.296.400,636.740.653.412.423
2024-05-16 06:32:24.777911168,RS,Loja Física,Informática,Corporativo,Produto_96,12,2.575.202.855.636.330,17.918.609.697.331.300,7.833.418.859.031.940
2024-05-16 13:33:03.673469384,RS,Marketplace,Informática,Varejo,Produto_88,11,1.698.206.308.072.570,11.223.897.497.957.000,5.758.165.582.768.690
2024-05-16 13:33:03.673469384,RJ,Loja Física,Eletrônicos,Distribuidor,Produto_88,7,11.181.142.275.329.500,8.809.993.240.703.220,23.711.490.346.263.400
2024-05-17 03:34:21.464585832,RS,Representante,Móveis,Distribuidor,Produto_8,5,8.016.872.309.411.660,5.511.391.695.569.920,2.505.480.613.841.730
2024-05-18 00:36:18.151260504,RS,Online,Eletrônicos,Corporativo,Produto_14,6,1.083.240.099.098.880,61.067.671.993.717.600,472.563.379.161.709
2024-05-18 00:36:18.151260504,SP,Marketplace,Móveis,Corporativo,Produto_110,7,11.695.832.344.173.900,8.229.870.007.633.310,3.465.962.336.540.580
2024-05-18 07:36:57.046818728,PR,Loja Física,Serviços,Varejo,Produto_9,8,10.520.779.843.551.300,5.994.078.309.585.850,45.267.015.339.654.600
2024-05-18 14:37:35.942376952,MG,Representante,Acessórios,Corporativo,Produto_95,4,7.615.579.378.105.130,6.113.296.855.291.450,15.022.825.228.136.700
2024-05-18 14:37:35.942376952,SC,Loja Física,Informática,Distribuidor,Produto_52,1,5.786.487.412.845.880,47.404.183.164.947.600,10.460.690.963.511.200
2024-05-18 21:38:14.837935176,RJ,Loja Física,Móveis,Distribuidor,Produto_38,2,14.191.292.835.905.400,8.967.577.360.474.450,5.223.715.475.431.020
2024-05-19 11:39:32.629051624,RJ,Online,Móveis,Corporativo,Produto_111,6,5.240.794.791.550.800,38.410.802.053.658.300,13.997.145.861.849.700
2024-05-19 11:39:32.629051624,SP,Online,Móveis,Distribuidor,Produto_57,4,11.403.663.984.765.800,83.024.953.537.059,31.011.686.310.599.100
2024-05-20 15:42:08.211284512,ES,Representante,Serviços,Corporativo,Produto_4,7,12.476.697.706.163.000,9.997.592.704.702.780,2.479.105.001.460.270
2024-05-20 15:42:08.211284512,ES,Representante,Móveis,Corporativo,Produto_36,8,19.291.319.891.239.600,14.115.381.243.147.700,5.175.938.648.091.930
2024-05-20 15:42:08.211284512,RS,Loja Física,Eletrônicos,Distribuidor,Produto_22,6,14.440.049.301.663.300,9.197.089.422.315.930,5.242.959.879.347.450
2024-05-21 05:43:26.002400960,BA,Representante,Informática,Distribuidor,Produto_100,8,33.643.694.276.805.300,2.679.325.114.676.640,6.850.443.130.038.900
2024-05-21 19:44:43.793517408,MG,Loja Física,Eletrônicos,Corporativo,Produto_90,9,116.959.273.230.031,987.273.641.521.108,1.823.190.907.792.010
2024-05-22 02:45:22.689075632,ES,Loja Física,Acessórios,Varejo,Produto_49,6,14.799.534.654.944.100,12.231.526.503.873.900,25.680.081.510.702.000
2024-05-22 02:45:22.689075632,BA,Marketplace,Acessórios,Varejo,Produto_19,4,6.852.694.573.282.840,5.274.645.882.179.130,15.780.486.911.037.000
2024-05-22 23:47:19.375750296,BA,Online,Informática,Corporativo,Produto_59,14,10.480.954.712.195.300,7.952.519.607.138.040,25.284.351.050.572.600
2024-05-23 20:49:16.062424968,ES,Representante,Informática,Varejo,Produto_76,10,12.855.807.763.621.900,108.786.275.971.157,1.977.180.166.506.230
2024-05-23 20:49:16.062424968,SC,Marketplace,Serviços,Varejo,Produto_104,2,26.452.707.860.167.100,215.781.155.472.903,48.745.923.128.768.700
2024-05-25 00:51:51.644657864,RJ,Representante,Serviços,Corporativo,Produto_93,7,14.523.016.029.758.300,1.175.252.908.428.530,27.704.869.454.730.000
2024-05-25 14:53:09.435774312,MG,Online,Eletrônicos,Distribuidor,Produto_76,8,9.220.558.835.566.270,6.437.580.203.337.270,27.829.786.322.289.900
2024-05-25 14:53:09.435774312,SP,Loja Física,Acessórios,Corporativo,Produto_103,10,11.915.626.797.784.600,96.789.340.430.273,2.236.692.754.757.320
2024-05-25 21:53:48.331332536,RS,Online,Acessórios,Varejo,Produto_36,7,15.084.806.000.924.300,11.595.300.078.164.900,348.950.592.275.937
2024-05-25 21:53:48.331332536,RS,Online,Móveis,Varejo,Produto_74,3,5.193.937.028.552.670,30.646.342.470.476.800,21.293.027.815.049.900
2024-05-26 04:54:27.226890752,RJ,Representante,Informática,Corporativo,Produto_5,3,26.978.071.749.294.600,20.019.839.370.086.400,6.958.232.379.208.240
2024-05-26 11:55:06.122448976,RJ,Online,Eletrônicos,Varejo,Produto_97,12,17.738.816.711.316.800,10.169.247.388.254.000,7.569.569.323.062.850
2024-05-26 11:55:06.122448976,PR,Marketplace,Serviços,Varejo,Produto_111,14,5.805.788.375.482.950,414.498.487.385.361,16.608.035.016.293.400
2024-05-26 18:55:45.018007200,RS,Marketplace,Eletrônicos,Corporativo,Produto_86,2,7.681.917.038.710.820,5.954.862.371.767.870,17.270.546.669.429.500
2024-05-27 01:56:23.913565424,BA,Loja Física,Acessórios,Distribuidor,Produto_39,6,9.508.805.712.953.230,5.344.751.139.457.190,4.164.054.573.496.040
2024-05-27 08:57:02.809123648,RJ,Marketplace,Móveis,Distribuidor,Produto_43,2,14.997.584.453.489.400,10.480.748.924.560.700,4.516.835.528.928.720
2024-05-28 05:58:59.495798320,BA,Loja Física,Eletrônicos,Corporativo,Produto_18,1,6.839.415.307.444.570,3.913.161.842.759.120,29.262.534.646.854.500
2024-05-28 12:59:38.391356544,SP,Representante,Móveis,Corporativo,Produto_89,13,13.438.292.695.779.500,10.101.323.471.412.100,33.369.692.243.674.200
2024-05-28 20:00:17.286914768,RS,Loja Física,Eletrônicos,Distribuidor,Produto_116,10,10.923.620.719.771.700,7.714.806.717.523.180,32.088.140.022.485.100
2024-05-28 20:00:17.286914768,BA,Online,Serviços,Varejo,Produto_82,1,17.543.161.822.056.800,13.981.459.302.056.500,3.561.702.520.000.280
2024-05-29 17:02:13.973589432,SC,Loja Física,Eletrônicos,Corporativo,Produto_75,4,9.688.634.899.425.080,7.011.296.066.370.770,26.773.388.330.543.000
2024-05-30 00:02:52.869147656,PR,Marketplace,Eletrônicos,Corporativo,Produto_23,4,30.020.203.280.683.900,17.431.633.139.827.000,1.258.857.014.085.680
2024-05-30 07:03:31.764705880,SC,Representante,Acessórios,Varejo,Produto_24,6,19.410.704.462.214.200,1.190.750.224.600.440,7.503.202.216.209.800
2024-05-30 07:03:31.764705880,MG,Marketplace,Serviços,Corporativo,Produto_11,11,2.119.698.119.875.120,12.849.519.445.224.200,8.347.461.753.527.010
2024-05-30 21:04:49.555822328,PR,Loja Física,Móveis,Corporativo,Produto_105,14,1.375.414.078.499.340,9.657.908.067.326.760,4.096.232.717.666.640
2024-05-31 04:05:28.451380552,RJ,Loja Física,Móveis,Varejo,Produto_89,14,10.960.169.140.151.600,7.889.286.169.269.840,30.708.829.708.818.300
